"Year","StockKeyLabel","FisheriesGuild","EcoRegion","EcoGuild","METRIC","stockValue"
1989,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",2.6
1990,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",2.78
1991,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",2.756
1992,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.364
1993,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.632
1994,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.576
1995,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",4.752
1996,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",4.628
1997,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",4.72
1998,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.768
1999,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.168
2000,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.536
2001,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.46
2002,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.296
2003,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.352
2004,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",2.924
2005,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.112
2006,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.592
2007,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.832
2008,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.72
2009,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.868
2010,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",2.92
2011,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.32
2012,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.292
2013,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",2.812
2014,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",3.136
2015,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",2.748
2016,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",2.668
2017,"hke.27.8c9a","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - demersal stocks","F_FMSY",1.76
1978,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",1.78571428571429
1979,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",1.92857142857143
1980,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.28571428571429
1981,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.28571428571429
1982,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.39285714285714
1983,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.21428571428571
1984,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.35714285714286
1985,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.92857142857143
1986,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.25
1987,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.5
1988,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.57142857142857
1989,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.82142857142857
1990,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.64285714285714
1991,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.42857142857143
1992,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.57142857142857
1993,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.75
1994,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.78571428571429
1995,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",4
1996,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.46428571428571
1997,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.78571428571429
1998,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.5
1999,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.46428571428571
2000,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.25
2001,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.67857142857143
2002,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.89285714285714
2003,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.92857142857143
2004,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.96428571428571
2005,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3.39285714285714
2006,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",3
2007,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.64285714285714
2008,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",2.14285714285714
2009,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",1.71428571428571
2010,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",1.28571428571429
2011,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",1.03571428571429
2012,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",0.857142857142857
2013,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",0.857142857142857
2014,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",0.821428571428571
2015,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",0.785714285714286
2016,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",0.821428571428571
2017,"hke.27.3a46-8abd","demersal","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - demersal stocks","F_FMSY",0.892857142857143
1992,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.827272727272727
1993,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.881818181818182
1994,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.718181818181818
1995,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.690909090909091
1996,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.5
1997,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.690909090909091
1998,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.927272727272727
1999,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.572727272727273
2000,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.581818181818182
2001,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.581818181818182
2002,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.563636363636364
2003,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.463636363636364
2004,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.509090909090909
2005,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.518181818181818
2006,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.572727272727273
2007,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.545454545454545
2008,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.563636363636364
2009,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.636363636363636
2010,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.627272727272727
2011,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.390909090909091
2012,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.409090909090909
2013,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.4
2014,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.354545454545455
2015,"hom.27.9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",0.4
